RANK,NAME,COINS_URL,PRICE,DIRECT_VOLUME,TOTAL_VOLUME,TIER_VOLUME,MARKET_CAP,RATING,PRICE_CHANGE,CHART
15,Litecoin-LTC,https://www.cryptocompare.com/coins/ltc/overview/USD,$ 46.20,$ 29.56 M,$ 183.57 M,$ 183.06 M,$ 3.26 B,C+,"['$ 0.2355', '$ 0.8535', '$ 0.8344', '$ 1.197', '$ 1.380', '$ 0.2448', '$ 13.68', '$ 0.4362', '$ 0.09369', '$ 8.167', '$ 1.390', '$ 0.05609', '$ 0.08545', '$ 0.2256', '$ 0.003631', '$ 0.3734', '$ 3.241', '$ 0.5515', '$ 1.331', '$ 0.06432', '$ 2.026', '$ 0.1270', '$ 1.366', '$ 158.10', '$ 0.2567', '$ 0.6402', '$ 0.01958', '$ 0.005323', '$ 0.03189', '$ 4.025', '$ 0.02287', '$ 0.01650', '$ 1.953', '$ 0.1860', '$ 0.2347', '$ 0.02160', '$ 0.001184', '$ 2.908', '$ 0.009189', '$ 3.043', '$ 0.0005638', '$ 0.05081', '$ 0.1189', '$ 23.11', '$ 0.1235', '$ 0.03206', '$ 0.01264', '$ 0.01378', '$ 1.298', '$ 0.003995', '$ 55.93', '$ 0.05362', '$ 0.002256', '$ 0.0003396', '$ 0.005309', '$ 0.01164', '-', '$ 0.02681', '$ 1.228', '-', '-', '$ 0.04984', '-', '$ 32.21', '$ 0.00003221', '-', '-', '$ 9.258', '$ 0.07269', '$ 0.2216', '$ 0.8070', '$ 9.020', '$ 0.002042', '$ 0.06468', '-', '$ 0.0004084', '$ 0.00001298']",https://images.cryptocompare.com/sparkchart/LTC/USD/latest.png?ts=1655492400
16,Dogecoin-DOGE,https://www.cryptocompare.com/coins/doge/overview/USD,$ 0.05616,$ 39.25 M,$ 144.74 M,$ 139.60 M,$ 7.57 B,C,"['$ 80.15 M', '$ 69.33 M', '$ 67.80 M', '$ 57.05 M', '$ 56.12 M', '$ 53.48 M', '$ 51.89 M', '$ 26.51 M', '$ 26.89 M', '$ 24.22 M', '$ 12.88 M', '$ 12.55 M', '$ 10.44 M', '$ 8.97 M', '$ 9.34 M', '$ 7.61 M', '$ 6.13 M', '$ 4.38 M', '$ 1.94 M', '$ 2.07 M', '$ 1.49 M', '$ 1.31 M', '$ 1.20 M', '$ 1.22 M', '$ 1.12 M', '$ 807.60 k', '$ 792.73 k', '$ 647.75 k', '$ 423.50 k', '$ 338.30 k', '$ 238.59 k', '$ 228.27 k', '$ 200.51 k', '$ 147.19 k', '$ 120.27 k', '$ 88.13 k', '$ 505.22 k', '$ 49.84 k', '$ 30.17 k', '$ 152.04 k', '$ 31.78 k', '$ 15.21 k', '$ 3,233.95', '$ 4,911.38', '$ 2,811.77', '$ 1,215.23', '$ 890.99', '$ 48.43 k', '$ 569.47 k', '$ 488.95', '$ 174.41', '$ 13.33 k', '$ 41.52', '$ 18.61', '$ 1.31', '$ 1e-12', '-', '$ 0', '$ 54.79 k', '-', '-', '$ 12.86 k', '-', '$ 0', '$ 2,688.30', '-', '-', '$ 500.85 k', '$ 3e-15', '$ 16.16 k', '$ 0', '$ 0', '$ 0', '$ 9,467.87', '-', '$ 0', '$ 0']",https://images.cryptocompare.com/sparkchart/DOGE/USD/latest.png?ts=1655492400
17,Polygon-MATIC,https://www.cryptocompare.com/coins/matic/overview/USD,$ 0.3941,$ 37.02 M,$ 140.29 M,$ 132.84 M,$ 3.94 B,B-,"['$ 80.15 M', '$ 69.33 M', '$ 67.22 M', '$ 56.93 M', '$ 55.58 M', '$ 53.48 M', '$ 48.88 M', '$ 26.47 M', '$ 26.21 M', '$ 24.08 M', '$ 12.88 M', '$ 12.55 M', '$ 10.09 M', '$ 8.97 M', '$ 8.61 M', '$ 7.61 M', '$ 6.13 M', '$ 4.29 M', '$ 1.90 M', '$ 1.86 M', '$ 1.49 M', '$ 1.31 M', '$ 1.20 M', '$ 1.13 M', '$ 1.12 M', '$ 807.60 k', '$ 792.73 k', '$ 647.75 k', '$ 423.50 k', '$ 323.76 k', '$ 238.59 k', '$ 225.91 k', '$ 200.51 k', '$ 147.19 k', '$ 120.27 k', '$ 88.13 k', '$ 62.61 k', '$ 49.84 k', '$ 30.17 k', '$ 25.54 k', '$ 7,847.30', '$ 6,073.62', '$ 3,233.95', '$ 3,160.09', '$ 1,614.55', '$ 1,215.23', '$ 890.99', '$ 764.69', '$ 593.21', '$ 488.95', '$ 174.41', '$ 62.56', '$ 37.03', '$ 18.61', '$ 1.31', '$ 1e-12', '-', '$ 0', '$ 0', '-', '-', '$ 0', '-', '$ 0', '$ 0', '-', '-', '$ 0', '$ 0', '$ 0', '$ 0', '$ 0', '$ 0', '$ 0', '-', '$ 0', '$ 0']",https://images.cryptocompare.com/sparkchart/MATIC/USD/latest.png?ts=1655492400
18,Waves-WAVES,https://www.cryptocompare.com/coins/waves/overview/USD,$ 4.539,$ 8.99 M,$ 127.19 M,$ 126.48 M,$ 492.75 M,C-,"['$ 636.67 M', '$ 2.56 B', '$ 1.83 B', '$ 1.20 B', '$ 1.27 B', '$ 244.80 M', '-', '$ 436.20 M', '$ 832.80 M', '$ 816.70 M', '$ 1.44 B', '$ 2.11 B', '$ 318.15 M', '$ 165.06 M', '$ 19.52 M', '$ 112.01 M', '$ 162.03 M', '$ 209.95 M', '$ 66.15 M', '$ 6.43 M', '$ 186.36 M', '$ 127.05 M', '$ 13.87 M', '$ 1.11 B', '$ 256.69 M', '$ 55.70 M', '$ 41.11 M', '$ 53.23 M', '$ 38.27 M', '$ 402.52 M', '$ 32.49 M', '$ 49.50 M', '$ 48.82 M', '$ 66.08 M', '$ 234.72 M', '$ 10.80 M', '$ 285.06 M', '$ 58.04 M', '$ 9.04 M', '$ 2.95 M', '$ 1.13 M', '$ 2.03 M', '$ 14.26 M', '$ 15.02 M', '$ 438.36 k', '$ 1.53 M', '$ 25.29 M', '$ 7.01 M', '$ 38.93 M', '$ 2.08 M', '$ 599.25 k', '$ 13.41 M', '$ 128.39 k', '$ 441.47 k', '$ 1.42 M', '$ 1,146.47', '-', '$ 9.03 M', '$ 12.28 M', '-', '-', '$ 3.27 M', '-', '$ 644.26 k', '$ 709.26 k', '-', '-', '$ 370.32 k', '$ 1.45 M', '$ 4.43 M', '$ 26.93 M', '$ 450.98 k', '$ 3.63 M', '$ 711.41 k', '-', '$ 286.45 k', '$ 12.98 k']",https://images.cryptocompare.com/sparkchart/WAVES/USD/latest.png?ts=1655492400
19,Near-NEAR,https://www.cryptocompare.com/coins/near/overview/USD,$ 3.349,$ 2.67 M,$ 117.02 M,$ 117.02 M,$ 2.40 B,D,"['C-', 'B-', 'B-', '', 'C-', 'C+', 'C+', 'C+', '', '', '', '', 'D', '', '', '', '', '', '', '', '', '', '', '', 'D+', 'D+', '', '', '', '', '', '', '', 'E', '', '', '', '', '', '', '', '', '', '', '', 'E-', '', 'D', '', 'E+', 'E-', '', 'E+', '', 'E+', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",https://images.cryptocompare.com/sparkchart/NEAR/USD/latest.png?ts=1655492400
20,Shiba Inu-SHIB,https://www.cryptocompare.com/coins/shib/overview/USD,$ 0.00000809,$ 23.20 M,$ 108.70 M,$ 108.70 M,$ 4.77 B,,"['4.85%', '1.92%', '1.96%', '0.47%', '0.15%', '18.32%', '-1.30%', '0.72%', '1.73%', '1.24%', '-3.41%', '0.72%', '-0.17%', '0.86%', '1.08%', '2.44%', '0.20%', '-0.57%', '-0.85%', '1.28%', '2.80%', '-0.50%', '1.23%', '-1.74%', '3.02%', '1.23%', '-10.12%', '-35.32%', '1.62%', '5.63%', '-0.29%', '-0.15%', '-3.10%', '-0.09%', '-10.06%', '-9.45%', '2.66%', '-1.23%', '-0.03%', '-12.59%', '-2.26%', '-0.32%', '-4.98%', '-6.80%', '8.77%', '-5.67%', '0.12%', '-8.03%', '0.15%', '-6.94%', '-64.62%', '-8.14%', '1.95%', '-5.58%', '-5.70%', '-2.07%', '0.00%', '-1.93%', '-9.68%', '0.00%', '0.00%', '1.89%', '0.00%', '-1.96%', '-1.96%', '0.00%', '0.00%', '-0.18%', '-1.96%', '-2.57%', '-2.07%', '-1.96%', '-2.07%', '-1.53%', '0.00%', '-2.07%', '-0.03%']",https://images.cryptocompare.com/sparkchart/SHIB/USD/latest.png?ts=1655492400
21,Cosmos-ATOM,https://www.cryptocompare.com/coins/atom/overview/USD,$ 6.359,$ 22.72 M,$ 92.79 M,$ 92.66 M,$ 1.90 B,C,"['4.85%', '1.92%', '1.96%', '0.47%', '0.15%', '18.32%', '-1.30%', '0.72%', '1.73%', '1.24%', '-3.41%', '0.72%', '-0.17%', '0.86%', '1.08%', '2.44%', '0.20%', '-0.57%', '-0.85%', '1.28%', '2.80%', '-0.50%', '1.23%', '-1.74%', '3.02%', '1.23%', '-10.12%', '-35.32%', '1.62%', '5.63%', '-0.29%', '-0.15%', '-3.10%', '-0.09%', '-10.06%', '-9.45%', '2.66%', '-1.23%', '-0.03%', '-12.59%', '-2.26%', '-0.32%', '-4.98%', '-6.80%', '8.77%', '-5.67%', '0.12%', '-8.03%', '0.15%', '-6.94%', '-64.62%', '-8.15%', '1.95%', '-5.58%', '-5.70%', '-2.07%', '0.00%', '-1.93%', '-9.68%', '0.00%', '0.00%', '1.89%', '0.00%', '-1.96%', '-1.96%', '0.00%', '0.00%', '-0.18%', '-1.96%', '-2.57%', '-2.07%', '-1.96%', '-2.07%', '-1.53%', '0.00%', '-2.07%', '-0.03%']",https://images.cryptocompare.com/sparkchart/ATOM/USD/latest.png?ts=1655492400
22,Storj-STORJ,https://www.cryptocompare.com/coins/storj/overview/USD,$ 0.4822,$ 2.97 M,$ 83.30 M,$ 83.30 M,$ 204.93 M,C,,https://images.cryptocompare.com/sparkchart/STORJ/USD/latest.png?ts=1655492400
23,EOS-EOS,https://www.cryptocompare.com/coins/eos/overview/USD,$ 0.9272,$ 12.94 M,$ 82.66 M,$ 80.45 M,$ 980.60 M,C-,,https://images.cryptocompare.com/sparkchart/EOS/USD/latest.png?ts=1655492400
24,Fantom-FTM,https://www.cryptocompare.com/coins/ftm/overview/USD,$ 0.2353,$ 7.87 M,$ 80.03 M,$ 80.03 M,$ 636.13 M,C-,,https://images.cryptocompare.com/sparkchart/FTM/USD/latest.png?ts=1655492400
25,Zilliqa-ZIL,https://www.cryptocompare.com/coins/zil/overview/USD,$ 0.03320,$ 335.62 k,$ 72.80 M,$ 72.80 M,$ 538.51 M,C-,,https://images.cryptocompare.com/sparkchart/ZIL/USD/latest.png?ts=1655492400
26,ApeCoin-APE,https://www.cryptocompare.com/coins/ape/overview/USD,$ 3.596,$ 22.26 M,$ 80.18 M,$ 70.89 M,$ 3.60 B,,,https://images.cryptocompare.com/sparkchart/APE/USD/latest.png?ts=1655492400
27,The Sandbox-SAND,https://www.cryptocompare.com/coins/sand/overview/USD,$ 0.8533,$ 2.47 M,$ 69.20 M,$ 69.20 M,$ 2.56 B,B-,,https://images.cryptocompare.com/sparkchart/SAND/USD/latest.png?ts=1655492400
28,Monero-XMR,https://www.cryptocompare.com/coins/xmr/overview/USD,$ 111.56,$ 4.05 M,$ 67.26 M,$ 67.26 M,$ 2.02 B,C,,https://images.cryptocompare.com/sparkchart/XMR/USD/latest.png?ts=1655492400
29,Decentraland-MANA,https://www.cryptocompare.com/coins/mana/overview/USD,$ 0.8342,$ 15.63 M,$ 67.75 M,$ 67.17 M,$ 1.83 B,B-,,https://images.cryptocompare.com/sparkchart/MANA/USD/latest.png?ts=1655492400
30,Stellar-XLM,https://www.cryptocompare.com/coins/xlm/overview/USD,$ 0.1110,$ 15.28 M,$ 61.91 M,$ 61.67 M,$ 5.55 B,B-,,https://images.cryptocompare.com/sparkchart/XLM/USD/latest.png?ts=1655492400
31,Theta-THETA,https://www.cryptocompare.com/coins/theta/overview/USD,$ 1.197,$ 93.08 k,$ 57.02 M,$ 56.90 M,$ 1.20 B,,,https://images.cryptocompare.com/sparkchart/THETA/USD/latest.png?ts=1655492400
32,Tezos-XTZ,https://www.cryptocompare.com/coins/xtz/overview/USD,$ 1.381,$ 12.28 M,$ 55.79 M,$ 55.25 M,$ 1.27 B,C-,,https://images.cryptocompare.com/sparkchart/XTZ/USD/latest.png?ts=1655492400
33,Origin Protocol-OGN,https://www.cryptocompare.com/coins/ogn/overview/USD,$ 0.2457,$ 807.20 k,$ 53.66 M,$ 53.66 M,$ 245.70 M,C+,,https://images.cryptocompare.com/sparkchart/OGN/USD/latest.png?ts=1655492400
34,VeChain-VET,https://www.cryptocompare.com/coins/vet/overview/USD,$ 0.02310,$ 2.44 M,$ 51.73 M,$ 51.03 M,$ 1.99 B,D+,,https://images.cryptocompare.com/sparkchart/VET/USD/latest.png?ts=1655492400
35,Immutable X-IMX,https://www.cryptocompare.com/coins/imx/overview/USD,$ 0.7591,$ 4.55 M,$ 51.55 M,$ 50.72 M,$ 1.52 B,,,https://images.cryptocompare.com/sparkchart/IMX/USD/latest.png?ts=1655492400
36,Axie Infinity Shards-AXS,https://www.cryptocompare.com/coins/axs/overview/USD,$ 13.70,$ 3.15 M,$ 51.94 M,$ 48.93 M,-,C+,,https://images.cryptocompare.com/sparkchart/AXS/USD/latest.png?ts=1655492400
37,Elrond-EGLD,https://www.cryptocompare.com/coins/egld/overview/USD,$ 51.22,$ 974.81 k,$ 47.04 M,$ 47.04 M,$ 1.22 B,D,,https://images.cryptocompare.com/sparkchart/EGLD/USD/latest.png?ts=1655492400
38,Algorand-ALGO,https://www.cryptocompare.com/coins/algo/overview/USD,$ 0.3096,$ 10.14 M,$ 45.56 M,$ 45.56 M,$ 2.25 B,D,,https://images.cryptocompare.com/sparkchart/ALGO/USD/latest.png?ts=1655492400
39,Augur-REP,https://www.cryptocompare.com/coins/rep/overview/USD,$ 8.110,$ 1.27 M,$ 41.76 M,$ 41.73 M,$ 61.15 M,C,,https://images.cryptocompare.com/sparkchart/REP/USD/latest.png?ts=1655492400
40,Thorchain-RUNE,https://www.cryptocompare.com/coins/rune/overview/USD,$ 1.704,$ 342.19,$ 41.28 M,$ 41.28 M,$ 851.98 M,C+,,https://images.cryptocompare.com/sparkchart/RUNE/USD/latest.png?ts=1655492400
41,Cronos-CRO,https://www.cryptocompare.com/coins/cro/overview/USD,$ 0.1144,$ 4.74 M,$ 38.48 M,$ 38.48 M,$ 3.46 B,C+,,https://images.cryptocompare.com/sparkchart/CRO/USD/latest.png?ts=1655492400
42,Uniswap Protocol Token-UNI,https://www.cryptocompare.com/coins/uni/overview/USD,$ 3.906,$ 6.29 M,$ 38.31 M,$ 38.31 M,$ 3.91 B,B-,,https://images.cryptocompare.com/sparkchart/UNI/USD/latest.png?ts=1655492400
43,FTX Token-FTT,https://www.cryptocompare.com/coins/ftt/overview/USD,$ 24.15,$ 10.70 M,$ 36.38 M,$ 36.38 M,$ 7.62 B,C+,,https://images.cryptocompare.com/sparkchart/FTT/USD/latest.png?ts=1655492400
44,Unifi Protocol DAO-UNFI,https://www.cryptocompare.com/coins/unfi/overview/USD,$ 5.580,-,$ 36.05 M,$ 36.05 M,$ 55.80 M,,,https://images.cryptocompare.com/sparkchart/UNFI/USD/latest.png?ts=1655492400
45,FileCoin-FIL,https://www.cryptocompare.com/coins/fil/overview/USD,$ 5.319,$ 2.23 M,$ 34.69 M,$ 34.69 M,$ 1.17 B,E+,,https://images.cryptocompare.com/sparkchart/FIL/USD/latest.png?ts=1655492400
46,ZCash-ZEC,https://www.cryptocompare.com/coins/zec/overview/USD,$ 62.10,$ 2.61 M,$ 34.36 M,$ 33.59 M,$ 779.56 M,C+,,https://images.cryptocompare.com/sparkchart/ZEC/USD/latest.png?ts=1655492400
47,MovieBloc-MBL,https://www.cryptocompare.com/coins/mbl/overview/USD,$ 0.002963,-,$ 32.92 M,$ 32.92 M,$ 88.90 M,C,,https://images.cryptocompare.com/sparkchart/MBL/USD/latest.png?ts=1655492400
48,Aave-AAVE,https://www.cryptocompare.com/coins/aave/overview/USD,$ 57.40,$ 9.52 M,$ 32.91 M,$ 32.91 M,$ 918.40 M,B-,,https://images.cryptocompare.com/sparkchart/AAVE/USD/latest.png?ts=1655492400
